dataset	pathway	direction	padj	source
Happ2023	RESPONSE TO KETONE	down	0.02750553030137464	GO_BP_RNA
Happ2023	RESPONSE TO LEUKEMIA INHIBITORY FACTOR	down	0.04752235392046012	GO_BP_RNA
Happ2023	RESPONSE TO NUTRIENT LEVELS	down	0.04410603298989235	GO_BP_RNA
Happ2023	RETINAL CONE CELL DIFFERENTIATION	up	0.0419971997456396	GO_BP_RNA
Happ2023	RIBOSOME DISASSEMBLY	down	0.0436264720578759	GO_BP_RNA
Happ2023	RNA EXPORT FROM NUCLEUS	down	0.015936375033657683	GO_BP_RNA
Happ2023	SPERM AXONEME ASSEMBLY	up	0.010507762488993383	GO_BP_RNA
Happ2023	SPINAL CORD ASSOCIATION NEURON DIFFERENTIATION	up	0.04916321527355876	GO_BP_RNA
Happ2023	SPINAL CORD DEVELOPMENT	up	0.00291946586752774	GO_BP_RNA
Happ2023	SPLICEOSOMAL COMPLEX ASSEMBLY	down	0.034095306732325636	GO_BP_RNA
Happ2023	U2 TYPE PRESPLICEOSOME ASSEMBLY	down	0.042113892082910775	GO_BP_RNA
Happ2023	VASCULAR PROCESS IN CIRCULATORY SYSTEM	up	0.04752235392046012	GO_BP_RNA
Happ2023	VIRAL LIFE CYCLE	down	0.04598575740359209	GO_BP_RNA
Happ2023	WATER TRANSPORT	up	0.025697245049092345	GO_BP_RNA
Happ2023	ZINC ION IMPORT ACROSS PLASMA MEMBRANE	down	0.028723832580150967	GO_BP_RNA
Hawkins2024	RESPONSE TO MAGNESIUM ION	down	0.00468667898993653	GO_BP_RNA
Zhang2021	ACTIN FILAMENT BASED MOVEMENT	up	0.013794231978108695	GO_BP_RNA
Zhang2021	ACTIN MEDIATED CELL CONTRACTION	up	0.014631814850282325	GO_BP_RNA
Zhang2021	ACTION POTENTIAL	up	8.658232365523436e-4	GO_BP_RNA
Zhang2021	ACTIVATION OF IMMUNE RESPONSE	up	0.020405903791750734	GO_BP_RNA
Zhang2021	ACTIVATION OF INNATE IMMUNE RESPONSE	up	0.024062356300150252	GO_BP_RNA
Zhang2021	ADENYLATE CYCLASE ACTIVATING G PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY	up	0.01212967307813801	GO_BP_RNA
Zhang2021	ADENYLATE CYCLASE MODULATING G PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY	up	0.004970244263289312	GO_BP_RNA
Zhang2021	ADULT BEHAVIOR	up	0.028736682985921733	GO_BP_RNA
Zhang2021	AMEBOIDAL TYPE CELL MIGRATION	up	0.0052617127977973065	GO_BP_RNA
Zhang2021	AMIDE BIOSYNTHETIC PROCESS	up	0.04126327885508563	GO_BP_RNA
Zhang2021	AMIDE METABOLIC PROCESS	up	0.002296985833728856	GO_BP_RNA
Zhang2021	AMIDE TRANSPORT	up	0.0030645904786511372	GO_BP_RNA
Zhang2021	AMINO ACID TRANSPORT	up	0.025066411821482025	GO_BP_RNA
Zhang2021	ANATOMICAL STRUCTURE MATURATION	up	0.042378232564345045	GO_BP_RNA
Zhang2021	AORTA DEVELOPMENT	up	0.04028070157044947	GO_BP_RNA
Zhang2021	ARTERY DEVELOPMENT	up	0.03764065630714636	GO_BP_RNA
Zhang2021	ASSOCIATIVE LEARNING	up	0.013237011779493404	GO_BP_RNA
Zhang2021	AUTOPHAGOSOME ORGANIZATION	up	0.03163627783651537	GO_BP_RNA
Zhang2021	AXONAL TRANSPORT	up	0.03692980201182734	GO_BP_RNA
Zhang2021	AXON DEVELOPMENT	up	7.566104659277816e-6	GO_BP_RNA
Zhang2021	AXO DENDRITIC TRANSPORT	up	0.013236821435663211	GO_BP_RNA
Zhang2021	BIOLOGICAL PROCESS INVOLVED IN INTERACTION WITH HOST	up	0.010683679952806004	GO_BP_RNA
Zhang2021	BIOLOGICAL PROCESS INVOLVED IN SYMBIOTIC INTERACTION	up	0.0066563952483394044	GO_BP_RNA
Zhang2021	BIOMINERAL TISSUE DEVELOPMENT	up	0.010683679952806004	GO_BP_RNA
Zhang2021	BLOOD VESSEL ENDOTHELIAL CELL MIGRATION	up	0.00025737345281790414	GO_BP_RNA
Zhang2021	BLOOD VESSEL ENDOTHELIAL CELL PROLIFERATION INVOLVED IN SPROUTING ANGIOGENESIS	up	0.037413191684076884	GO_BP_RNA
Zhang2021	BODY FLUID SECRETION	up	6.319438939558113e-4	GO_BP_RNA
Zhang2021	BODY MORPHOGENESIS	up	0.01636591621118441	GO_BP_RNA
Zhang2021	BONE DEVELOPMENT	up	0.04012042510467037	GO_BP_RNA
Zhang2021	BONE MINERALIZATION	up	0.007569497323873882	GO_BP_RNA
Zhang2021	BROWN FAT CELL DIFFERENTIATION	up	0.017189760625226876	GO_BP_RNA
Zhang2021	B CELL ACTIVATION	up	0.039772378737209436	GO_BP_RNA
Zhang2021	CALCIUM ION HOMEOSTASIS	up	6.49665121261029e-4	GO_BP_RNA
Zhang2021	CALCIUM ION TRANSMEMBRANE TRANSPORT	up	0.013469063332757292	GO_BP_RNA
Zhang2021	CALCIUM ION TRANSPORT	up	0.0013815371716423344	GO_BP_RNA
Zhang2021	CAMP METABOLIC PROCESS	up	0.008085522039786103	GO_BP_RNA
Zhang2021	CANONICAL NF KAPPAB SIGNAL TRANSDUCTION	up	0.04576217561201848	GO_BP_RNA
Zhang2021	CANONICAL WNT SIGNALING PATHWAY	up	6.650802175649431e-4	GO_BP_RNA
Zhang2021	CARBOHYDRATE BIOSYNTHETIC PROCESS	up	0.049503865298702765	GO_BP_RNA
Zhang2021	CARBOHYDRATE DERIVATIVE CATABOLIC PROCESS	up	0.03479181847388209	GO_BP_RNA
Zhang2021	CARBOHYDRATE METABOLIC PROCESS	up	6.881270165233279e-4	GO_BP_RNA
Zhang2021	CARBOHYDRATE TRANSPORT	up	0.010453888758957015	GO_BP_RNA
Zhang2021	CARDIAC CHAMBER DEVELOPMENT	up	0.04576217561201848	GO_BP_RNA
Zhang2021	CARDIAC CONDUCTION	up	0.006499599554928526	GO_BP_RNA
Zhang2021	CARDIAC MUSCLE CELL ACTION POTENTIAL	up	0.011365682992862688	GO_BP_RNA
Zhang2021	CARDIAC MUSCLE CELL ACTION POTENTIAL INVOLVED IN CONTRACTION	up	0.02445811895541669	GO_BP_RNA
Zhang2021	CARDIAC MUSCLE CELL CONTRACTION	up	0.010460476780557098	GO_BP_RNA
Zhang2021	CARDIAC MUSCLE CONTRACTION	up	0.006499599554928526	GO_BP_RNA
Zhang2021	CARDIAC MUSCLE TISSUE DEVELOPMENT	up	0.013236821435663211	GO_BP_RNA
Zhang2021	CARTILAGE DEVELOPMENT	up	0.0369198709650098	GO_BP_RNA
Zhang2021	CELLULAR HYPEROSMOTIC RESPONSE	up	0.01555482839152192	GO_BP_RNA
Zhang2021	CELLULAR RESPONSE TO ABIOTIC STIMULUS	up	0.0018157865767509324	GO_BP_RNA
Zhang2021	CELLULAR RESPONSE TO ALCOHOL	up	0.012128683081514543	GO_BP_RNA
Zhang2021	CELLULAR RESPONSE TO ANGIOTENSIN	up	0.04925978877865732	GO_BP_RNA
Zhang2021	CELLULAR RESPONSE TO CALCIUM ION	up	0.011365682992862688	GO_BP_RNA
Zhang2021	CELLULAR RESPONSE TO CHEMICAL STRESS	up	2.699737694841796e-4	GO_BP_RNA
Zhang2021	CELLULAR RESPONSE TO EXTERNAL STIMULUS	up	0.014518862272787633	GO_BP_RNA
Zhang2021	CELLULAR RESPONSE TO HEAT	up	0.03487752025841751	GO_BP_RNA
Zhang2021	CELLULAR RESPONSE TO INSULIN STIMULUS	up	0.013099088881578156	GO_BP_RNA
Zhang2021	CELLULAR RESPONSE TO INTERLEUKIN 1	up	0.04375610620769831	GO_BP_RNA
Zhang2021	CELLULAR RESPONSE TO KETONE	up	0.0015641368082628046	GO_BP_RNA
Zhang2021	CELLULAR RESPONSE TO METAL ION	up	6.650802175649431e-4	GO_BP_RNA
Zhang2021	CELLULAR RESPONSE TO NUTRIENT LEVELS	up	0.005136158861679997	GO_BP_RNA
Zhang2021	CELLULAR RESPONSE TO OSMOTIC STRESS	up	0.0010987626911483192	GO_BP_RNA
Zhang2021	CELLULAR RESPONSE TO OXIDATIVE STRESS	up	0.017001042541774158	GO_BP_RNA
Zhang2021	CELLULAR RESPONSE TO OXYGEN LEVELS	up	0.0018157865767509324	GO_BP_RNA
Zhang2021	CELLULAR RESPONSE TO PEPTIDE HORMONE STIMULUS	up	7.95539332317656e-4	GO_BP_RNA
Zhang2021	CELLULAR RESPONSE TO REACTIVE OXYGEN SPECIES	up	0.019152196143049086	GO_BP_RNA
Zhang2021	CELLULAR RESPONSE TO RETINOIC ACID	up	0.04925978877865732	GO_BP_RNA
Zhang2021	CELLULAR RESPONSE TO STARVATION	up	0.014139857505316033	GO_BP_RNA
Zhang2021	CELLULAR RESPONSE TO STEROID HORMONE STIMULUS	up	0.014139857505316033	GO_BP_RNA
Zhang2021	CELLULAR RESPONSE TO XENOBIOTIC STIMULUS	up	0.049998034044497965	GO_BP_RNA
Zhang2021	CELL CELL ADHESION VIA PLASMA MEMBRANE ADHESION MOLECULES	up	0.01020384725467379	GO_BP_RNA
Zhang2021	CELL CELL JUNCTION ASSEMBLY	up	0.006026963126070634	GO_BP_RNA
Zhang2021	CELL CELL JUNCTION ORGANIZATION	up	0.00231607219680576	GO_BP_RNA
Zhang2021	CELL COMMUNICATION BY ELECTRICAL COUPLING	up	0.04925978877865732	GO_BP_RNA
Zhang2021	CELL FATE COMMITMENT	up	0.00937332774167018	GO_BP_RNA
Zhang2021	CELL GROWTH	up	6.077059181849509e-4	GO_BP_RNA
Zhang2021	CELL JUNCTION ASSEMBLY	up	8.938599416140306e-6	GO_BP_RNA
Zhang2021	CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS	up	0.0013273316065889119	GO_BP_RNA
Zhang2021	CELL SUBSTRATE ADHESION	up	0.014964016105168971	GO_BP_RNA
Zhang2021	CELL SURFACE RECEPTOR PROTEIN SERINE THREONINE KINASE SIGNALING PATHWAY	up	8.256232909432734e-4	GO_BP_RNA
Zhang2021	CELL VOLUME HOMEOSTASIS	up	0.026627548943675326	GO_BP_RNA
Zhang2021	CENTRAL NERVOUS SYSTEM NEURON DEVELOPMENT	up	0.019259422794448238	GO_BP_RNA
Zhang2021	CENTRAL NERVOUS SYSTEM NEURON DIFFERENTIATION	up	0.023258183459404214	GO_BP_RNA
Zhang2021	CIRCADIAN REGULATION OF GENE EXPRESSION	up	0.0437736774505113	GO_BP_RNA
Zhang2021	CIRCADIAN RHYTHM	up	0.008493239902783133	GO_BP_RNA
Zhang2021	CLATHRIN DEPENDENT ENDOCYTOSIS	up	0.022764108488345286	GO_BP_RNA
Zhang2021	COCHLEA DEVELOPMENT	up	0.04361959634129189	GO_BP_RNA
Zhang2021	COGNITION	up	4.0723422205024275e-5	GO_BP_RNA
Zhang2021	CONNECTIVE TISSUE DEVELOPMENT	up	0.01017830998779468	GO_BP_RNA
Zhang2021	CYCLIC NUCLEOTIDE METABOLIC PROCESS	up	0.04730760515234373	GO_BP_RNA
Zhang2021	CYTOKINE MEDIATED SIGNALING PATHWAY	up	0.030919606465103357	GO_BP_RNA
Zhang2021	CYTOPLASMIC TRANSLATION	down	2.1745039579700324e-4	GO_BP_RNA
Zhang2021	CYTOSKELETON DEPENDENT INTRACELLULAR TRANSPORT	up	0.012766670415671193	GO_BP_RNA
Zhang2021	DENDRITE DEVELOPMENT	up	0.002193755413183013	GO_BP_RNA
Zhang2021	DENDRITE MORPHOGENESIS	up	6.650802175649431e-4	GO_BP_RNA
Zhang2021	DENDRITIC SPINE DEVELOPMENT	up	0.037413191684076884	GO_BP_RNA
Zhang2021	DENDRITIC SPINE MORPHOGENESIS	up	0.03487752025841751	GO_BP_RNA
Zhang2021	DEPHOSPHORYLATION	up	0.005747690281912386	GO_BP_RNA
Zhang2021	DEVELOPMENTAL CELL GROWTH	up	0.012051780982310354	GO_BP_RNA
Zhang2021	DEVELOPMENTAL GROWTH INVOLVED IN MORPHOGENESIS	up	0.015477017256385096	GO_BP_RNA
Zhang2021	DEVELOPMENTAL MATURATION	up	0.019227565861656193	GO_BP_RNA
Zhang2021	DICARBOXYLIC ACID TRANSPORT	up	0.044787352672585684	GO_BP_RNA
Zhang2021	DNA TEMPLATED DNA REPLICATION	down	0.029430412790806892	GO_BP_RNA
Zhang2021	D GLUCOSE IMPORT	up	0.044787352672585684	GO_BP_RNA
Zhang2021	EAR DEVELOPMENT	up	0.027046683619099808	GO_BP_RNA
Zhang2021	EMBRYONIC HEMOPOIESIS	up	0.019289464461050728	GO_BP_RNA
Zhang2021	ENDOSOMAL TRANSPORT	up	0.03128915602376936	GO_BP_RNA
Zhang2021	ENDOTHELIAL CELL APOPTOTIC PROCESS	up	0.04845163204945484	GO_BP_RNA
Zhang2021	ENDOTHELIAL CELL DEVELOPMENT	up	0.02068492671309877	GO_BP_RNA
Zhang2021	ENDOTHELIAL CELL DIFFERENTIATION	up	0.006574485611317774	GO_BP_RNA
Zhang2021	ENDOTHELIAL CELL MIGRATION	up	2.621618252946726e-4	GO_BP_RNA
Zhang2021	ENDOTHELIAL CELL PROLIFERATION	up	0.0010987626911483192	GO_BP_RNA
Zhang2021	ENDOTHELIUM DEVELOPMENT	up	0.002046833153827311	GO_BP_RNA
Zhang2021	ENERGY DERIVATION BY OXIDATION OF ORGANIC COMPOUNDS	up	0.005569436775643531	GO_BP_RNA
Zhang2021	ENERGY HOMEOSTASIS	up	0.042542254668783655	GO_BP_RNA
Zhang2021	ENSHEATHMENT OF NEURONS	up	8.451193107561668e-4	GO_BP_RNA
Zhang2021	EPITHELIAL CELL DEVELOPMENT	up	0.0031008752636499954	GO_BP_RNA
Zhang2021	EPITHELIAL CELL MATURATION	up	0.03464412230338518	GO_BP_RNA
Zhang2021	EPITHELIAL CELL PROLIFERATION	up	7.381634607129048e-5	GO_BP_RNA
Zhang2021	EPITHELIAL TO MESENCHYMAL TRANSITION	up	0.01817671823862281	GO_BP_RNA
Zhang2021	ERAD PATHWAY	up	0.03464412230338518	GO_BP_RNA
Zhang2021	ERK1 AND ERK2 CASCADE	up	0.005136158861679997	GO_BP_RNA
Zhang2021	ESTABLISHMENT OF ENDOTHELIAL BARRIER	up	0.024969518567752355	GO_BP_RNA
Zhang2021	ESTABLISHMENT OF MITOCHONDRION LOCALIZATION MICROTUBULE MEDIATED	up	0.01566460519795942	GO_BP_RNA
Zhang2021	EXOCYTOSIS	up	6.374118017028708e-4	GO_BP_RNA
Zhang2021	FACE MORPHOGENESIS	up	0.02850669843850195	GO_BP_RNA
Zhang2021	FATTY ACID BIOSYNTHETIC PROCESS	up	0.02861628173879612	GO_BP_RNA
Zhang2021	FATTY ACID METABOLIC PROCESS	up	0.009347010644971154	GO_BP_RNA
Zhang2021	FAT CELL DIFFERENTIATION	up	3.1774137226303455e-4	GO_BP_RNA
Zhang2021	FIBROBLAST GROWTH FACTOR RECEPTOR SIGNALING PATHWAY	up	0.004846596039900877	GO_BP_RNA
Zhang2021	FIBROBLAST MIGRATION	up	0.04925978877865732	GO_BP_RNA
Zhang2021	FOREBRAIN DEVELOPMENT	up	0.0018157865767509324	GO_BP_RNA
Zhang2021	GAMMA AMINOBUTYRIC ACID SIGNALING PATHWAY	up	0.012089787498328335	GO_BP_RNA
Zhang2021	GENERATION OF PRECURSOR METABOLITES AND ENERGY	up	0.0018157865767509324	GO_BP_RNA
Zhang2021	GLAND DEVELOPMENT	up	0.001149003235964341	GO_BP_RNA
Zhang2021	GLIOGENESIS	up	0.03531661542594677	GO_BP_RNA
Zhang2021	GLOMERULAR BASEMENT MEMBRANE DEVELOPMENT	up	0.019152196143049086	GO_BP_RNA
Zhang2021	GLOMERULAR EPITHELIUM DEVELOPMENT	up	0.03464412230338518	GO_BP_RNA
Zhang2021	GLOMERULUS DEVELOPMENT	up	0.0040499023247107455	GO_BP_RNA
Zhang2021	GLUCOSE METABOLIC PROCESS	up	0.03627344606542448	GO_BP_RNA
Zhang2021	GLUTAMATE RECEPTOR SIGNALING PATHWAY	up	0.006663146237881279	GO_BP_RNA
Zhang2021	GLYCEROLIPID BIOSYNTHETIC PROCESS	up	0.009809205384770226	GO_BP_RNA
Zhang2021	GLYCEROLIPID CATABOLIC PROCESS	up	0.03464412230338518	GO_BP_RNA
Zhang2021	GLYCEROLIPID METABOLIC PROCESS	up	2.587369548331859e-4	GO_BP_RNA
Zhang2021	GLYCEROPHOSPHOLIPID BIOSYNTHETIC PROCESS	up	0.016872906313129026	GO_BP_RNA
Zhang2021	GLYCEROPHOSPHOLIPID METABOLIC PROCESS	up	0.007165462390198359	GO_BP_RNA
Zhang2021	GLYCOPROTEIN BIOSYNTHETIC PROCESS	up	0.0018157865767509324	GO_BP_RNA
Zhang2021	GLYCOPROTEIN METABOLIC PROCESS	up	5.103319958742927e-4	GO_BP_RNA
Zhang2021	GLYCOSYLATION	up	0.03517873088045187	GO_BP_RNA
Zhang2021	GOLGI VESICLE TRANSPORT	up	0.005136158861679997	GO_BP_RNA
Zhang2021	HEAD MORPHOGENESIS	up	0.011365682992862688	GO_BP_RNA
Zhang2021	HEART MORPHOGENESIS	up	0.03037570786779092	GO_BP_RNA
Zhang2021	HEART PROCESS	up	4.5419900241248585e-5	GO_BP_RNA
Zhang2021	HEART VALVE DEVELOPMENT	up	0.030919606465103357	GO_BP_RNA
Zhang2021	HEART VALVE MORPHOGENESIS	up	0.04573980655462969	GO_BP_RNA
Zhang2021	HEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION	up	0.038430116098934576	GO_BP_RNA
Zhang2021	HEMOSTASIS	up	0.005136158861679997	GO_BP_RNA
Zhang2021	HINDBRAIN DEVELOPMENT	up	0.009574069174796833	GO_BP_RNA
Zhang2021	HOMEOSTASIS OF NUMBER OF CELLS	up	0.025569430511245585	GO_BP_RNA
Zhang2021	HORMONE MEDIATED SIGNALING PATHWAY	up	0.029486023053723217	GO_BP_RNA
Zhang2021	HORMONE METABOLIC PROCESS	up	0.010453888758957015	GO_BP_RNA
Zhang2021	HORMONE TRANSPORT	up	0.007790849963198568	GO_BP_RNA
Zhang2021	HYPEROSMOTIC RESPONSE	up	0.02016789588849472	GO_BP_RNA
Zhang2021	IMMUNE RESPONSE REGULATING SIGNALING PATHWAY	up	0.009574069174796833	GO_BP_RNA
Zhang2021	IMPORT ACROSS PLASMA MEMBRANE	up	2.8572005749782137e-5	GO_BP_RNA
Zhang2021	INHIBITORY SYNAPSE ASSEMBLY	up	0.030108907824507987	GO_BP_RNA
Zhang2021	INORGANIC ION HOMEOSTASIS	up	3.1667002513605475e-6	GO_BP_RNA
Zhang2021	INORGANIC ION IMPORT ACROSS PLASMA MEMBRANE	up	2.379274988546549e-4	GO_BP_RNA
Zhang2021	INSULIN RECEPTOR SIGNALING PATHWAY	up	0.036540376556170165	GO_BP_RNA
Zhang2021	INSULIN SECRETION	up	0.04378323730268187	GO_BP_RNA
Zhang2021	INTRACELLULAR MONOATOMIC ION HOMEOSTASIS	up	1.140190653157744e-5	GO_BP_RNA
Zhang2021	INTRACELLULAR RECEPTOR SIGNALING PATHWAY	up	0.009347010644971154	GO_BP_RNA
Zhang2021	INTRINSIC APOPTOTIC SIGNALING PATHWAY	up	0.027353932443040244	GO_BP_RNA
Zhang2021	IN UTERO EMBRYONIC DEVELOPMENT	up	0.01584335621917699	GO_BP_RNA
Zhang2021	JNK CASCADE	up	0.005136158861679997	GO_BP_RNA
Zhang2021	KIDNEY EPITHELIUM DEVELOPMENT	up	0.010993897809124834	GO_BP_RNA
Zhang2021	LACTATION	up	0.031514784243014085	GO_BP_RNA
Zhang2021	LEARNING	up	0.004832923565626132	GO_BP_RNA
Zhang2021	LENS FIBER CELL DIFFERENTIATION	up	0.017189760625226876	GO_BP_RNA
Zhang2021	LEUKOCYTE CELL CELL ADHESION	up	0.047665025370342326	GO_BP_RNA
Zhang2021	LEUKOCYTE MIGRATION	up	0.0457574610238318	GO_BP_RNA
Zhang2021	LEUKOCYTE PROLIFERATION	up	0.04170638966261196	GO_BP_RNA
Zhang2021	LIGAND GATED ION CHANNEL SIGNALING PATHWAY	up	0.012051780982310354	GO_BP_RNA
Zhang2021	LIPID CATABOLIC PROCESS	up	0.0066838541345668745	GO_BP_RNA
Zhang2021	LIPID HOMEOSTASIS	up	0.014320433877153788	GO_BP_RNA
Zhang2021	LIPID LOCALIZATION	up	0.010161295455738253	GO_BP_RNA
Zhang2021	LIPOPROTEIN METABOLIC PROCESS	up	0.022882601542955867	GO_BP_RNA
Zhang2021	LOCOMOTORY BEHAVIOR	up	9.511443219569472e-4	GO_BP_RNA
Zhang2021	LONG TERM MEMORY	up	0.03845382761661187	GO_BP_RNA
Zhang2021	LONG TERM SYNAPTIC POTENTIATION	up	0.026627548943675326	GO_BP_RNA
Zhang2021	LYMPHANGIOGENESIS	up	0.04553437110700845	GO_BP_RNA
Zhang2021	LYMPHOCYTE DIFFERENTIATION	up	0.039772378737209436	GO_BP_RNA
Zhang2021	LYSOSOMAL TRANSPORT	up	0.047217655982122055	GO_BP_RNA
Zhang2021	MACROAUTOPHAGY	up	0.006065203633519778	GO_BP_RNA
Zhang2021	MAGNESIUM ION TRANSPORT	up	0.049335388193889745	GO_BP_RNA
Zhang2021	MAINTENANCE OF BLOOD BRAIN BARRIER	up	0.006273910950027791	GO_BP_RNA
Zhang2021	MAMMARY GLAND DEVELOPMENT	up	0.021266840102822007	GO_BP_RNA
Zhang2021	MEMBRANE FUSION	up	0.03679502440112711	GO_BP_RNA
Zhang2021	MEMBRANE LIPID BIOSYNTHETIC PROCESS	up	0.049335388193889745	GO_BP_RNA
Zhang2021	MEMBRANE LIPID METABOLIC PROCESS	up	0.009917583663811524	GO_BP_RNA
Zhang2021	MEMBRANE REPOLARIZATION	up	0.031514784243014085	GO_BP_RNA
Zhang2021	MEMBRANE REPOLARIZATION DURING ACTION POTENTIAL	up	0.047356126714619994	GO_BP_RNA
Zhang2021	MEMORY	up	0.001149003235964341	GO_BP_RNA
Zhang2021	MESENCHYMAL CELL DIFFERENTIATION	up	0.014688089935611036	GO_BP_RNA
Zhang2021	MESENCHYME DEVELOPMENT	up	0.004624753608355203	GO_BP_RNA
Zhang2021	MESODERM DEVELOPMENT	up	0.03163627783651537	GO_BP_RNA
Zhang2021	MESODERM MORPHOGENESIS	up	0.0314984463604505	GO_BP_RNA
Zhang2021	METANEPHRIC GLOMERULUS DEVELOPMENT	up	0.024499701459223554	GO_BP_RNA
Zhang2021	METANEPHRIC NEPHRON DEVELOPMENT	up	0.0426912230954982	GO_BP_RNA
Zhang2021	METANEPHROS DEVELOPMENT	up	0.017540528296279216	GO_BP_RNA
Zhang2021	MICROTUBULE POLYMERIZATION	up	0.03464412230338518	GO_BP_RNA
Zhang2021	MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION	up	0.04170638966261196	GO_BP_RNA
Zhang2021	MIDBRAIN DEVELOPMENT	up	0.02648937587685081	GO_BP_RNA
Zhang2021	MIRNA METABOLIC PROCESS	up	0.012172433382761293	GO_BP_RNA
Zhang2021	MIRNA TRANSCRIPTION	up	0.027353932443040244	GO_BP_RNA
Zhang2021	MONOCARBOXYLIC ACID BIOSYNTHETIC PROCESS	up	0.006782626437287085	GO_BP_RNA
Zhang2021	MONOCARBOXYLIC ACID METABOLIC PROCESS	up	2.621618252946726e-4	GO_BP_RNA
Zhang2021	MONONUCLEAR CELL DIFFERENTIATION	up	0.014518862272787633	GO_BP_RNA
Zhang2021	MONOSACCHARIDE METABOLIC PROCESS	up	0.025467145263746757	GO_BP_RNA
Zhang2021	MONOSACCHARIDE TRANSMEMBRANE TRANSPORT	up	0.014964016105168971	GO_BP_RNA
Zhang2021	MORPHOGENESIS OF AN EPITHELIUM	up	0.014958877782377622	GO_BP_RNA
Zhang2021	MORPHOGENESIS OF A BRANCHING STRUCTURE	up	0.025467145263746757	GO_BP_RNA
Zhang2021	MULTICELLULAR ORGANISMAL LEVEL CHEMICAL HOMEOSTASIS	up	0.003370957538870028	GO_BP_RNA
Zhang2021	MULTICELLULAR ORGANISMAL LEVEL WATER HOMEOSTASIS	up	0.010453888758957015	GO_BP_RNA
Zhang2021	MULTI MULTICELLULAR ORGANISM PROCESS	up	0.01212967307813801	GO_BP_RNA
Zhang2021	MUSCLE CELL DIFFERENTIATION	up	0.004317667580408554	GO_BP_RNA
Zhang2021	MUSCLE CELL MIGRATION	up	0.0412935113735987	GO_BP_RNA
Zhang2021	MUSCLE CELL PROLIFERATION	up	0.007569497323873882	GO_BP_RNA
Zhang2021	MUSCLE CONTRACTION	up	0.0012972249550689805	GO_BP_RNA
Zhang2021	MUSCLE ORGAN DEVELOPMENT	up	6.650802175649431e-4	GO_BP_RNA
Zhang2021	MUSCLE SYSTEM PROCESS	up	2.1745039579700324e-4	GO_BP_RNA
Zhang2021	MUSCLE TISSUE DEVELOPMENT	up	4.5419900241248585e-5	GO_BP_RNA
Zhang2021	MYELOID CELL DIFFERENTIATION	up	5.035487240722293e-4	GO_BP_RNA
Zhang2021	MYELOID CELL HOMEOSTASIS	up	0.031866111512674336	GO_BP_RNA
Zhang2021	MYELOID LEUKOCYTE DIFFERENTIATION	up	0.009959294464081626	GO_BP_RNA
Zhang2021	NEGATIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY	up	0.008828543087944011	GO_BP_RNA
Zhang2021	NEGATIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY	up	0.04012042510467037	GO_BP_RNA
Zhang2021	NEGATIVE REGULATION OF CATABOLIC PROCESS	up	0.029654327025060167	GO_BP_RNA
Zhang2021	NEGATIVE REGULATION OF CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS	up	0.04309508072831199	GO_BP_RNA
Zhang2021	NEGATIVE REGULATION OF CELL ADHESION	up	0.031514784243014085	GO_BP_RNA
Zhang2021	NEGATIVE REGULATION OF CELL PROJECTION ORGANIZATION	up	0.013483891199893884	GO_BP_RNA
Zhang2021	NEGATIVE REGULATION OF ENDOTHELIAL CELL MIGRATION	up	0.04012042510467037	GO_BP_RNA
Zhang2021	NEGATIVE REGULATION OF EPITHELIAL CELL PROLIFERATION	up	0.04664849655178398	GO_BP_RNA
Zhang2021	NEGATIVE REGULATION OF FAT CELL DIFFERENTIATION	up	0.02903604739994159	GO_BP_RNA
Zhang2021	NEGATIVE REGULATION OF FIBROBLAST GROWTH FACTOR RECEPTOR SIGNALING PATHWAY	up	0.02868507088684838	GO_BP_RNA
Zhang2021	NEGATIVE REGULATION OF GROWTH	up	0.03531081979489251	GO_BP_RNA
Zhang2021	NEGATIVE REGULATION OF LOCOMOTION	up	0.004889809140909967	GO_BP_RNA
Zhang2021	NEGATIVE REGULATION OF MOLECULAR FUNCTION	up	0.037413191684076884	GO_BP_RNA
Zhang2021	NEGATIVE REGULATION OF MONOATOMIC ION TRANSMEMBRANE TRANSPORT	up	0.039772378737209436	GO_BP_RNA
Zhang2021	NEGATIVE REGULATION OF MONOATOMIC ION TRANSPORT	up	0.023090065071703185	GO_BP_RNA
Zhang2021	NEGATIVE REGULATION OF NEURON APOPTOTIC PROCESS	up	0.018316114311738307	GO_BP_RNA
Zhang2021	NEGATIVE REGULATION OF NEURON PROJECTION DEVELOPMENT	up	0.03529310029821632	GO_BP_RNA
Zhang2021	NEGATIVE REGULATION OF ORGAN GROWTH	up	0.04170638966261196	GO_BP_RNA
Zhang2021	NEGATIVE REGULATION OF POTASSIUM ION TRANSPORT	up	0.04923887799277265	GO_BP_RNA
Zhang2021	NEGATIVE REGULATION OF PROTEIN LOCALIZATION	up	0.04698464222232079	GO_BP_RNA
Zhang2021	NEGATIVE REGULATION OF PROTEIN METABOLIC PROCESS	up	0.02607102639407465	GO_BP_RNA
